ingredient,count
바질잎추출물*,1
시금치추출물*,1
서양민들레잎추출물*,1
하늘타리뿌리추출물*,1
미역추출물*,1
생강추출물*,1
마트리카리아꽃추출물*,1
은행추출물*,1
약모밀추출물*,1
락토바실러스/호밀가루발효물*,1
락토바실러스/고추냉이뿌리발효추출물*,1
제라니올 세럼: 정제수,1
메틸메타크릴레이트크로스폴리머,1
파네솔 크림: 정제수,1
C13-15알케인,1
기장추출물*,1
연꽃뿌리추출물*,1
잇꽃꽃추출물*,1
비파나무잎추출물*,1
결명씨추출물*,1
병풀추출물*,1
모과추출물*,1
치커리뿌리추출물*,1
베르가모트잎추출물*,1
유자추출물*,1
귤껍질추출물*,1
더덕뿌리추출물*,1
쿠네아타산사열매추출물*,1
오이열매추출물*,1
울금뿌리추출물*,1
당근추출물*,1
감추출물*,1
쇠뜨기추출물*,1
무화과추출물*,1
바나나추출물*,1
허브로버트추출물*,1
긴병꽃풀추출물*,1
스페인감초뿌리추출물*,1
잎새버섯자실체추출물*,1
해바라기씨추출물*,1
원추리꽃추출물*,1
고구마뿌리추출물*,1
표고버섯추출물*,1
레몬버베나잎추출물*,1
인동덩굴꽃추출물*,1
구기자추출물*,1
레몬밤추출물*,1
페퍼민트꽃/잎/줄기추출물*,1
산뽕나무잎추출물*,1
효모발효용해여과물,1
락토바실러스발효용해물(3.6%),1
아마씨추출물,1
아세틸올리고펩타이드-99아마이드,1
병풀추출물(3.5%),1
코코-글루코사이드,1
병풀캘러스세포외소포,1
소듐하이알루로네이트크로스폴리머(1ppb),1
다이메틸설폰,1
폴리글리세릴-5폴리리시놀리에이트,1
스위트아몬드추출물,1
바다포도추출물,1
청각추출물,1
프랑스해안송껍질추출물,1
블랙체리열매추출물,1
알에이치-올리고펩타이드-1,1
알에이치-폴리펩타이드-1,1
알에이치-폴리펩타이드-2,1
포스페이트버퍼드셀라인,1
합성왁스,1
피키아발효추출여과물,1
폴리프로필실세스퀴옥세인,1
흰버드나무잎추출물,1
쇠뜨기추출물,1
유채추출물,1
- 멜라캡처앰플(맥스). 38ml 정제수,1
시트로넬올 - 멜라캡처앰플패드(10ea),1
포도뿌리추출물,1
미로탐누스 플라벨리폴리아잎/줄기추출물,1
약모밀꽃/잎/줄기수(80%),1
나이아신아 마이드,1
3-O-에틸아스코빅애씨드(19,1
950ppm),1
2- 헥산다이올,1
하이드롤라이즈드밀단백질,1
산약삼추출물,1
아스 코빅애씨드,1
피지오겔 레드수딩 AI 리페어 크림 정제수,1
소나무잎추출물(10,1
022ppm),1
병풀추출물 (111.22ppm),1
글라이코프로테인 (2.0044ppm),1
아시아티코사이드 (0.1002ppm),1
아시아틱애씨드 (0.1002ppm),1
마데카소사이드 (0.1002ppm),1
마데카식애씨드 (0.1002ppm),1
알파-알부틴(2%),1
하이드롤라이즈드하이알루로닉애씨드(29,1
시트릭애씨드 * 피디알엔: 소듐디엔에이,1
돌콩싹추출물,1
파파야열매추출물,1
소듐폴리글루타메이트,1
식물성오일,1
시스테인 [브이티 피디알엔 에센스 100] 정제수,1
팔미타마이드엠이에이,1
아세타마이드엠이에이,1
소듐포스페이트 피지오겔 레드수딩 AI 리페어 에센스 정제수@글리세린@부틸렌글라이콜@다이프로필렌글라이콜@펜틸렌글라이콜@프로판다이올@알로에베라잎즙@나이아신아마이드@1,1
2-헥산다이올@베타인@판테놀@폴리글리세릴-10스테아레이트@폴리글리세릴-10올리에이트@트록세루틴@잔탄검@아데노신@아세타마이드엠이에이@시트릭애씨드@소듐시트레이트@트라이소듐이디티에이@트로메타민@사코신@베타-글루칸@팔미타마이드엠이에이@알로에베라잎폴리사카라이드@스쿠알란@카프릴릭/카프릭트라이글리세라이드@세라마이드엔피@하이드로제네이티드레시틴,1
프로폴리스추출물(7.05 %),1
서양벌노랑이씨추출물,1
옥탄다이올,1
트라이에틸시트레이트,1
마테잎추출물,1
소두구씨오일,1
시트로넬라오일,1
갈바눔수지오일,1
[브이티 리들샷 100 ] 정제수,1
글루카신,1
에 리스리톨,1
아스코빌글 루코사이드,1
비피다발효용해물(3.6%),1
소엽잎추출물,1
하이드롤라이즈드하이알루로닉애씨드 (100ppb),1
하이알루로닉애씨드(25ppb),1
소듐하이알루로네이트크로스폴리머(10ppb),1
포타슘하이알루로네이트(2ppb),1
락토바실러스/콩추출물발효여과물,1
황색산화철,1
토코페롤(200 ppm),1
3-O-에틸아스코빅애씨드(100 ppm),1
아스코빅애씨드(50 ppm),1
-하이드라 크림앰플(30ml) 코코넛야자열매수,1
소듐하이 알루로네이트,1
락토코쿠스발효물,1
자이언트켈프추출물,1
루이보스추출물,1
몰약수지추출물,1
하이드록시프로필트라이모늄하이알루로네이트(1000ppb),1
모하비유카뿌리추출물,1
[콩 에센스] 락토바실러스/콩발효추출물,1
락토바실러스/석류발효추출물,1
효모/보리씨발효추출물,1
락토바실러스/배즙발효여과물 [미니 순디 병풀 에센스] 정제수,1
병풀추출물 100,1
정제수 글리세린 다이메티콘 아이소세틸스테아레이트 나이아신아마이드 아이소프로필라우로일사코시네이트 실리카 암모늄폴리아크릴로일다이메틸타우레이트 쌀전분 석류과피추출물 포타슘세틸포스페이트 솔비탄올리에이트 징크피씨에이 글리세릴스테아레이트에스이 아이소헥사데칸 소듐하이드록사이드 미리스틸미리스테이트 2-올레아미도-1,1
3-옥타데칸다이올 만노오스 폴록사머338 카프릴로일살리실릭애씨드 카프릴릴글라이콜 비트레오스실라발효물 시트릭애씨드 트라이소듐에틸렌다이아민다이석시네이트 말토덱스트린 잔탄검 펜틸렌글라이콜 폴리솔베이트80 아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머 살리실릭애씨드 피록톤올아민 향료,1
에탄올(식물발효),1
레몬향티트리오일,1
서양송악추출물,1
신선초추출물,1
바오밥나무잎추출물,1
시트랄※,1
소듐아세틸레이티드하이알루로네이트(100ppb),1
검은귀리추출물,1
감태추 출물,1
소듐하이알루로네이트(2,1
개청각추출물,1
아크릴레이트/C10-30알킬 아크릴레이트크로스폴리머,1
다이소듐 이디티에이,1
홀리 바질잎추출물,1
하이드로제네이티 드레시틴,1
볼도잎추출물,1
콜레스테릴아이소스테아레이트,1
콜레스테릴클로라이드,1
콜레스테릴노나노에이트,1
[앰플] 정제수,1
소듐아세틸레이티드하이알루로네이트 [크림] 정제수,1
양파추출물(9172.5ppm),1
티트리잎수(19,1
400 ppm),1
800 ppm),1
소듐하이알루로네이트(660,1
티트리잎오일(300 ppm),1
티트리추출물(100 ppm),1
티트리잎추출물(100 ppm),1
약모밀추출물(어성초추출물),1
리모넨※ ※식물유래 에센셜 오일에 원래 포함된 성분입니다,1
"""1) 웰라쥬 리얼 에이치에이 하이드레이트 캡슐 소듐하이알루로네이트(90.95%)",1
하이드록시프로필사이클로덱스트린 2) 웰라쥬 리얼 에이치에이 하이드레이트 솔루션 정제수,1
하이드롤라이즈드글라이코사미노글리칸(28ppb),1
소듐하이알루로네이트크로스폴리머(5ppb),1
하이드롤라이즈드하이알루로닉애씨드(2.6ppb),1
하이드록시프로필트라이모늄하이알루로네이트(0.6ppb),1
하이알루로닉애씨드(0.05ppb),1
소듐아세틸레이티드하이알루로네이트(0.01ppb),1
"리날룰""",1
소듐하이알루로네이트(1.5%),1
